external_id,type,quantity,internal_notes,price,info,winery_name,name,vintage,size,storage_area
v.3696.1990.b,RED,1,Purchase Price: 1000,3300.0,,Château Latour, Château Latour 1er G.Cru Classé,1990,BOTTLE,
v.3696.2002.b,RED,1,Purchase Price: 400,1600.0,,Château Latour, Château Latour 1er G.Cru Classé,2002,BOTTLE,
v.83025.2020.b,WHITE,9,Purchase Price: 12,50.0,,Chateau Le Grand Verdus, Grande Réserve Blanc,2020,BOTTLE,
v.15654.2016.b,RED,4,Purchase Price: 10,55.0,,Château Le Puy, Côtes de Bordeaux Rouge Duc des Nauves,2016,BOTTLE,
v.1747.1988.b,RED,1,Purchase Price: 130,440.0,,Château Léoville Las Cases, Grand Vin de Léoville du Marquis de Las Cases 2ème G.C.C.,1988,BOTTLE,
v.1747.1993.b,RED,1,Purchase Price: 100,350.0,,Château Léoville Las Cases, Grand Vin de Léoville du Marquis de Las Cases 2ème G.C.C.,1993,BOTTLE,
v.3698.1989.b,RED,1,Purchase Price: 500,1700.0,,Château Margaux, Château Margaux 1er G.Cru Classé,1989,BOTTLE,
v.3698.1990.b,RED,1,Purchase Price: 800,2600.0,,Château Margaux, Château Margaux 1er G.Cru Classé,1990,BOTTLE,
v.3698.2000.b,RED,3,Purchase Price: 500,1600.0,,Château Margaux, Château Margaux 1er G.Cru Classé,2000,BOTTLE,
v.3698.2002.b,RED,2,Purchase Price: 480,1550.0,,Château Margaux, Château Margaux 1er G.Cru Classé,2002,BOTTLE,
v.83911.2014.b,WHITE,4,Purchase Price: 20,60.0,,Château Mont-Redon, Châteauneuf-du-Pape Blanc,2014,BOTTLE,
v.6659.1990.b,RED,2,Purchase Price: 60,220.0,,Château Mont-Redon, Châteauneuf-du-Pape Rouge,1990,BOTTLE,
v.1739.1989.b,RED,1,Purchase Price: 200,600.0,,Château Montrose, Château Montrose 2ème G.C.C.,1989,BOTTLE,
v.4889.1988.b,RED,1,Purchase Price: 37,120.0,,Château Montus, Madiran Château Montus Rouge,1988,BOTTLE,
v.1741.1981.b,RED,3,Purchase Price: 420,1500.0,,Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé,1981,BOTTLE,
v.1741.1988.b,RED,2,Purchase Price: 320,1100.0,,Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé,1988,BOTTLE,
v.1741.1990.b,RED,4,Purchase Price: 440,1500.0,,Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé,1990,BOTTLE,
v.1741.2002.b,RED,1,Purchase Price: 440,1500.0,,Château Mouton Rothschild, Château Mouton-Rothschild 1er G.Cru Classé,2002,BOTTLE,
v.876.1991.b,RED,1,Purchase Price: 30,160.0,,Château Musar, Château Musar Red,1991,BOTTLE,
v.876.2009.c,RED,1,Purchase Price: 30,180.0,,Château Musar, Château Musar Red,2009,MAGNUM,
v.878.1991.b,WHITE,1,Purchase Price: 60,160.0,,Château Musar, Château Musar White,1991,BOTTLE,
v.878.2008.b,WHITE,1,Purchase Price: 30,90.0,,Château Musar, Château Musar White,2008,BOTTLE,
v.878.2009.b,WHITE,1,Purchase Price: 20,80.0,,Château Musar, Château Musar White,2009,BOTTLE,
v.39690.2013.b,RED,3,Purchase Price: 14,70.0,,Château Petit-Village, Le Jardin de Petit-Village,2013,BOTTLE,
v.1750.1999.b,RED,1,Purchase Price: 50,210.0,,Château Pichon-Longueville Baron, Château Pichon-Longueville Baron 2ème G.C.C.,1999,BOTTLE,
v.15656.2012.b,RED,3,Purchase Price: 14,60.0,,Château Pimpine, Château Pimpine,2012,BOTTLE,
v.6430.1995.b,RED,1,Purchase Price: 32,140.0,,Château Pontet Canet, Château Pontet Canet Grand Cru Classé,1995,BOTTLE,
v.8638.1982.b,RED,5,Purchase Price: 40,160.0,,Château Rauzan-Gassies, Château Rauzan-Gassies 2ème G.C.C.,1982,BOTTLE,
v.12661.1989.b,RED,1,Purchase Price: 10,80.0,,Château Reynon, Premières Côtes de Bordeaux Château Reynon,1989,BOTTLE,
v.12661.1995.b,RED,1,Purchase Price: 10,80.0,,Château Reynon, Premières Côtes de Bordeaux Château Reynon,1995,BOTTLE,
v.1789.1989.b,RED,2,Purchase Price: 45,170.0,,Château Sociando Mallet, Château Sociando Mallet,1989,BOTTLE,
v.1789.1990.b,RED,1,Purchase Price: 45,160.0,,Château Sociando Mallet, Château Sociando Mallet,1990,BOTTLE,
v.1789.1996.b,RED,2,Purchase Price: 32,110.0,,Château Sociando Mallet, Château Sociando Mallet,1996,BOTTLE,
v.6971.1990.b,RED,1,Purchase Price: 50,180.0,,Château Talbot, Château Talbot 4ème G.C.C.,1990,BOTTLE,
v.10091.1996.b,RED,1,Purchase Price: 40,150.0,,Château Troplong Mondot, Château Troplong Mondot Grand Cru Classé,1996,BOTTLE,
v.1745.2005.b,RED,2,Purchase Price: 75,230.0,,Château Trotte Vieille, Château Trotte Vieille 1er G.Cru Classé,2005,BOTTLE,
v.60084.2011.b,RED,3,Purchase Price: 10,55.0,,Château Valandraud, Saint-Émilion Virginie de Valandraud Grand Cru,2011,BOTTLE,
v.83762.2016.b,WHITE,1,Purchase Price: 10,40.0,,Cherri d’Acquaviva, Passerina,2016,BOTTLE,
v.61329.2018.b,RED,2,Purchase Price: 58,240.0,,Chiara Condello, Sangiovese di Romagna Predappio Riserva Lo Stralisco,2018,BOTTLE,
v.34394.2009.b,RED,5,Purchase Price: 22,90.0,,Christian Binner, Pinot noir,2009,BOTTLE,
v.37126.2017.b,WHITE,2,Purchase Price: 8,38.0,,Cianfagna, Malvasia del Molise Templo,2017,BOTTLE,
v.12262.2009.b,RED,3,Purchase Price: 10,50.0,,Cianfagna, Tintillia del Molise Sator,2009,BOTTLE,
v.10598.2013.b,RED,2,Purchase Price: 10,50.0,,Cipriano Fedrizzi, Teroldego Rotaliano Etichetta blu,2013,BOTTLE,
v.10598.2014.b,RED,2,Purchase Price: 10,45.0,,Cipriano Fedrizzi, Teroldego Rotaliano Etichetta blu,2014,BOTTLE,
v.83463.2007.b,RED,1,Purchase Price: 18,60.0,,Ciro Biondi, Etna Rosso M.I.,2007,BOTTLE,
v.8976.2006.b,RED,1,Purchase Price: 13,50.0,,Ciro Biondi, Etna Rosso Outis,2006,BOTTLE,
v.1183.2014.b,WHITE,2,Purchase Price: 12,55.0,,Ciro Picariello, Fiano di Avellino,2014,BOTTLE,
v.52640.2005.b,RED,2,Purchase Price: 14,70.0,,Clarendelle Dillon, Bordeaux Rouge Clarendelle,2005,BOTTLE,
v.17992.2009.b,RED,2,Purchase Price: 10,50.0,,Clau de Nell, Anjou Cabernet franc,2009,BOTTLE,
v.9675.1997.b,RED,2,Purchase Price: 60,320.0,,Claude Dugat, Gevrey-Chambertin,1997,BOTTLE,
v.6056.2012.b,RED,3,Purchase Price: 10,50.0,,Claudio Cipressi, Molise Tintilia Macchiarossa,2012,BOTTLE,
v.83913.2000.b,RED,1,Purchase Price: 10,55.0,,Clos du Joncuas, Gigondas,2000,BOTTLE,
v.55643.2018.b,WHITE,3,Purchase Price: 10,55.0,,Clos Salomon, Montagny Cuvée Le Clou,2018,BOTTLE,
v.6611.2001.b,WHITE,2,Purchase Price: 40,120.0,,Cloudy Bay, Sauvignon,2001,BOTTLE,
v.6611.2022.b,WHITE,4,Purchase Price: 19,65.0,,Cloudy Bay, Sauvignon,2022,BOTTLE,
v.55397.2005.b,RED,4,Purchase Price: 10,60.0,,Col Sandago, Wildbacher,2005,BOTTLE,
v.83158.1998.b,RED,2,Purchase Price: 14,55.0,,Colle Bereto, Il Tocco,1998,BOTTLE,
v.5133.2002.b,RED,2,Purchase Price: 12,45.0,,Colosi, Nero d'Avola,2002,BOTTLE,
v.14369.2000.b,WHITE,2,Purchase Price: 10,50.0,,Colterenzio, Gewürztraminer Cornell,2000,BOTTLE,
v.6268.2006.b,RED,1,Purchase Price: 30,150.0,,Conterno Fantino, Barolo Sorì Ginestra,2006,BOTTLE,
v.6268.2014.b,RED,1,Purchase Price: 35,120.0,,Conterno Fantino, Barolo Vigna Sorì Ginestra,2014,BOTTLE,
v.10586.2005.b,RED,2,Purchase Price: 12,60.0,,Contrade di Taurasi, Aglianico,2005,BOTTLE,
v.10583.2008.b,WHITE,3,Purchase Price: 9,45.0,,Contrade di Taurasi, Grecomusc',2008,BOTTLE,
v.10584.2005.b,RED,2,Purchase Price: 10,55.0,,Contrade di Taurasi, Taurasi,2005,BOTTLE,
v.8807.1997.b,RED,3,Purchase Price: 20,80.0,,Coppo, Barbera d'Asti Camp du Rouss,1997,BOTTLE,
v.8359.1996.b,RED,1,Purchase Price: 15,70.0,,Coppo, Barbera d'Asti Pomorosso,1996,BOTTLE,
v.1571.2018.b,WHITE,2,Purchase Price: 10,55.0,,Corinne et Jean-Pierre Grossot, Chablis,2018,BOTTLE,
v.1571.2019.b,WHITE,2,Purchase Price: 10,45.0,,Corinne et Jean-Pierre Grossot, Chablis,2019,BOTTLE,
v.3539.2009.b,WHITE,1,Purchase Price: 10,45.0,,Corte Gardoni, Custoza,2009,BOTTLE,
v.33385.2014.b,RED,1,Purchase Price: 14,60.0,,Corte Giara, Amarone della Valpolicella,2014,BOTTLE,
v.646.2006.b,RED,1,Purchase Price: 10,50.0,,Corte Sant'Alda, Valpolicella Ripasso Campi Magri,2006,BOTTLE,
v.58361.2011.b,RED,1,Purchase Price: 24,90.0,,Corte Scaletta, Amarone della Valpolicella,2011,BOTTLE,
v.58360.2011.b,RED,2,Purchase Price: 21,75.0,,Corte Scaletta, Valpolicella Superiore,2011,BOTTLE,
v.9417.2014.b,RED,2,Purchase Price: 8,40.0,,Cos, Pithos Rosso,2014,BOTTLE,
v.14191.2000.b,RED,2,Purchase Price: 40,320.0,,Costers del Siurana, Priorat Clos de l'Obac,2000,BOTTLE,
v.83553.2001.b,RED,6,Purchase Price: 10,40.0,,Costozza, Colli Berici Cabernet,2001,BOTTLE,
v.42607.1999.b,RED,1,Purchase Price: 25,75.0,,Čotar, Terra Rossa,1999,BOTTLE,
v.45676.2014.b,RED,3,Purchase Price: 12,60.0,,Cotarella, Montiano,2014,BOTTLE,
v.9325.2018.b,RED,1,Purchase Price: 10,45.0,,Croce di Febo, Rosso di Montepulciano,2018,BOTTLE,
v.16612.2015.b,WHITE,2,Purchase Price: 8,42.0,,D’Orta – De Conciliis, Greco di Tufo Oro,2015,BOTTLE,
v.257.2003.b,RED,3,Purchase Price: 12,60.0,,Damiano Ciolli, Cesanese di Olevano Romano Riserva Cirsium,2003,BOTTLE,
v.40345.1999.b,WHITE,4,Purchase Price: 20,90.0,,Damijan Podversič, Collio Bianco,1999,BOTTLE,
v.40346.1999.b,RED,1,Purchase Price: 18,70.0,,Damijan Podversič, Collio Rosso,1999,BOTTLE,
v.82842.0.b,WHITE,3,Purchase Price: 10,58.0,,Damijan Podversič, Pinot grigio 2008-2009,,BOTTLE,
v.7783.0.b,WHITE,3,Purchase Price: 12,58.0,,Damijan Podversič, Pinot grigio 2015-2016,,BOTTLE,
v.6964.2004.b,RED,1,Purchase Price: 10,65.0,,Damijan Podversič, Prelit,2004,BOTTLE,
v.6964.2007.b,RED,3,Purchase Price: 14,65.0,,Damijan Podversič, Prelit,2007,BOTTLE,
v.6964.2008.b,RED,2,Purchase Price: 10,60.0,,Damijan Podversič, Prelit,2008,BOTTLE,
v.6964.2009.b,RED,1,Purchase Price: 13,62.0,,Damijan Podversič, Prelit,2009,BOTTLE,
v.6964.2012.b,RED,2,Purchase Price: 12,60.0,,Damijan Podversič, Prelit,2012,BOTTLE,
v.6964.2013.b,RED,2,Purchase Price: 13,56.0,,Damijan Podversič, Prelit,2013,BOTTLE,
v.9447.2008.c,RED,2,Purchase Price: 75,240.0,,Damilano, Barolo Cannubi,2008,MAGNUM,
v.9447.2008.b,RED,3,Purchase Price: 30,125.0,,Damilano, Barolo Cannubi,2008,BOTTLE,
v.80269.2015.b,RED,1,Purchase Price: 19,80.0,,Damoli, Amarone della Valpolicella Classico Checo,2015,BOTTLE,
v.69973.2007.b,RED,2,Purchase Price: 10,45.0,,Dario Coos, Pignolo,2007,BOTTLE,
v.6455.2005.b,RED,1,Purchase Price: 10,50.0,,Dario Coos, Refosco dal peduncolo rosso,2005,BOTTLE,
v.15094.2006.b,WHITE,2,Purchase Price: 12,58.0,,Dario Raccaro, Collio Bianco,2006,BOTTLE,
v.10109.2010.b,WHITE,1,Purchase Price: 7,52.0,,Dario Raccaro, Collio Friulano Vigna del Rolat,2010,BOTTLE,
v.39510.2001.b,RED,1,Purchase Price: 10,60.0,,Dario Raccaro, Collio Merlot,2001,BOTTLE,
v.39510.2003.c,RED,2,Purchase Price: 42,135.0,,Dario Raccaro, Collio Merlot,2003,MAGNUM,
v.10109.2002.b,WHITE,1,Purchase Price: 10,52.0,,Dario Raccaro, Collio Tocai Friulano,2002,BOTTLE,
v.10109.2005.b,WHITE,1,Purchase Price: 10,50.0,,Dario Raccaro, Collio Tocai Friulano,2005,BOTTLE,
v.6622.2011.b,RED,1,Purchase Price: 50,200.0,,David Duband, Clos de la Roche Grand Cru,2011,BOTTLE,
v.62873.2001.b,RED,1,Purchase Price: 40,130.0,,Davino Meroi, Dominin Rosso,2001,BOTTLE,
v.62873.2006.b,RED,1,Purchase Price: 26,125.0,,Davino Meroi, Dominin Rosso,2006,BOTTLE,
v.10120.2015.b,WHITE,1,Purchase Price: 16,85.0,,Davino Meroi, Malvasia Zitelle Durì,2015,BOTTLE,
v.9199.2010.b,RED,2,Purchase Price: 30,140.0,,Davino Meroi, Merlot Vigna Dominin,2010,BOTTLE,
v.9199.2011.b,RED,2,Purchase Price: 26,110.0,,Davino Meroi, Merlot Vigna Dominin,2011,BOTTLE,
v.9199.2012.b,RED,2,Purchase Price: 26,110.0,,Davino Meroi, Merlot Vigna Dominin,2012,BOTTLE,
v.9199.2013.b,RED,3,Purchase Price: 23,85.0,,Davino Meroi, Merlot Vigna Dominin,2013,BOTTLE,
v.9200.2010.b,RED,1,Purchase Price: 24,125.0,,Davino Meroi, Refosco Vigna Dominin,2010,BOTTLE,
v.9200.2011.b,RED,2,Purchase Price: 22,100.0,,Davino Meroi, Refosco Vigna Dominin,2011,BOTTLE,
v.9200.2013.b,RED,2,Purchase Price: 20,90.0,,Davino Meroi, Refosco Vigna Dominin,2013,BOTTLE,
v.15680.2015.b,WHITE,2,Purchase Price: 20,70.0,,Davino Meroi, Sauvignon Zitelle Barchetta,2015,BOTTLE,
v.6210.2007.b,RED,3,Purchase Price: 18,80.0,,De Conciliis, Naima,2007,BOTTLE,
v.6166.2014.b,WHITE,2,Purchase Price: 8,42.0,,De Conciliis, Perella,2014,BOTTLE,
v.1673.2015.b,WHITE,2,Purchase Price: 26,140.0,,De Ladoucette Château du Nozet, Baron de L,2015,BOTTLE,
v.68797.2022.b,WHITE,18,Purchase Price: 10,30.0,,De Martin, Vivo,2022,BOTTLE,
v.30107.2005.b,RED,2,Purchase Price: 10,50.0,,De Vescovi Ulzbach, Teroldego Rotaliano,2005,BOTTLE,
v.30107.2007.b,RED,2,Purchase Price: 9,45.0,,De Vescovi Ulzbach, Teroldego Rotaliano,2007,BOTTLE,
v.57430.2019.b,WHITE,2,Purchase Price: 10,42.0,,Decugnano dei Barbi, Orvieto Classico Superiore Mare Antico,2019,BOTTLE,
v.57430.2021.b,WHITE,6,Purchase Price: 11,45.0,,Decugnano dei Barbi, Orvieto Classico Superiore Mare Antico,2021,BOTTLE,
v.47665.2001.b,RED,3,Purchase Price: 13,65.0,,Denis Montanar, Borc Dodòn Uis Néris,2001,BOTTLE,
v.47665.2003.b,RED,3,Purchase Price: 12,60.0,,Denis Montanar, Borc Dodòn Uis Néris,2003,BOTTLE,
v.47665.2015.b,RED,11,Purchase Price: 10,45.0,,Denis Montanar, Borc Dodòn Uis Néris,2015,BOTTLE,
v.47663.2013.b,RED,1,Purchase Price: 8,50.0,,Denis Montanar, Merlot Borc Dodòn,2013,BOTTLE,
v.47663.2015.b,RED,1,Purchase Price: 10,45.0,,Denis Montanar, Merlot Borc Dodòn,2015,BOTTLE,
v.47663.2017.b,RED,9,Purchase Price: 8,38.0,,Denis Montanar, Merlot Borc Dodòn,2017,BOTTLE,
v.82805.2001.b,RED,1,Purchase Price: 10,70.0,,Denis Montanar, Refosco dal peduncolo rosso Borc Dodòn,2001,BOTTLE,
v.47664.2003.b,RED,4,Purchase Price: 12,65.0,,Denis Montanar, Refosco dal peduncolo rosso Scodovacca,2003,BOTTLE,
v.47664.2012.b,RED,3,Purchase Price: 12,55.0,,Denis Montanar, Refosco dal peduncolo rosso Scodovacca,2012,BOTTLE,
v.47664.2016.b,RED,8,Purchase Price: 11,50.0,,Denis Montanar, Refosco dal peduncolo rosso Scodovacca,2016,BOTTLE,
v.47662.2002.b,WHITE,1,Purchase Price: 10,55.0,,Denis Montanar, Verduzzo friulano Borc Dodòn,2002,BOTTLE,
v.15023.2013.b,RED,2,Purchase Price: 13,52.0,,Descendientes J. Palacios, Pétalos,2013,BOTTLE,
v.8334.0.b,WHITE,3,Purchase Price: 8,36.0,,Dettori, Renosu Bianco,,BOTTLE,
v.8253.0.b,RED,7,Purchase Price: 9,38.0,,Dettori, Renosu Rosso,,BOTTLE,
v.6280.2001.b,RED,2,Purchase Price: 17,70.0,,Dezi, Regina del Bosco,2001,BOTTLE,
v.52286.2004.b,WHITE,2,Purchase Price: 10,48.0,,Dezi, Solagne,2004,BOTTLE,
v.5129.2011.b,RED,2,Purchase Price: 7,40.0,,Di Majo Norante, Aglianico del Molise Riserva Contado,2011,BOTTLE,
v.5171.2001.b,RED,2,Purchase Price: 14,55.0,,Di Majo Norante, Don Luigi Riserva,2001,BOTTLE,
v.7286.2004.b,WHITE,1,Purchase Price: 30,170.0,,Didier Dagueneau, Pouilly-Fumé Blanc Fumé de Pouilly,2004,BOTTLE,
v.7286.2005.b,WHITE,3,Purchase Price: 30,170.0,,Didier Dagueneau, Pouilly-Fumé Blanc Fumé de Pouilly,2005,BOTTLE,
v.4930.2003.b,WHITE,2,Purchase Price: 90,300.0,,Didier Dagueneau, Pouilly-Fumé Buisson Renard,2003,BOTTLE,
v.4929.1998.c,WHITE,1,Purchase Price: 160,680.0,,Didier Dagueneau, Pouilly-Fumé Pur Sang,1998,MAGNUM,
v.4929.2005.c,WHITE,1,Purchase Price: 160,580.0,,Didier Dagueneau, Pouilly-Fumé Pur Sang,2005,MAGNUM,
v.3950.2005.c,WHITE,1,Purchase Price: 190,670.0,,Didier Dagueneau, Pouilly-Fumé Silex,2005,MAGNUM,
v.3950.2005.b,WHITE,2,Purchase Price: 120,400.0,,Didier Dagueneau, Pouilly-Fumé Silex,2005,BOTTLE,
v.14457.2007.b,WHITE,1,Purchase Price: 17,70.0,,Dolomytos Sacker, WeissWein,2007,BOTTLE,
v.14457.2014.b,WHITE,3,Purchase Price: 13,60.0,,Dolomytos Sacker, WeissWein,2014,BOTTLE,
v.14457.2016.b,WHITE,1,Purchase Price: 15,65.0,,Dolomytos Sacker, WeissWein,2016,BOTTLE,
v.80255.2017.b,RED,2,Purchase Price: 10,55.0,,Domaine Bousquet, Pinot noir Reserve,2017,BOTTLE,
v.37113.2003.b,WHITE,4,Purchase Price: 20,60.0,,Domaine de Beudon, Valais Fendand Les Vignes dans le Ciel,2003,BOTTLE,
v.15017.2003.b,WHITE,1,Purchase Price: 16,60.0,,Domaine de Beudon, Valais Riesling x Sylvaner,2003,BOTTLE,
v.15017.2007.b,WHITE,3,Purchase Price: 15,55.0,,Domaine de Beudon, Valais Riesling x Sylvaner,2007,BOTTLE,
v.80837.2022.b,WHITE,19,Purchase Price: 12,45.0,,Domaine de la Janasse, Côtes du Rhône Blanc,2022,BOTTLE,
v.80838.2022.b,WHITE,28,Purchase Price: 13,50.0,,Domaine de la Janasse, Viognier,2022,BOTTLE,
v.5478.2015.b,RED,1,Purchase Price: 2000,7000.0,,Domaine de la Romanée-Conti, Grands Échézeaux Grand Cru,2015,BOTTLE,
v.5687.1988.b,RED,1,Purchase Price: 1200,4200.0,,Domaine de la Romanée-Conti, La Tâche Monopole Grand Cru,1988,BOTTLE,
v.79075.2001.b,RED,1,Purchase Price: 30,135.0,,Domaine de la Vieille Julienne, Châteauneuf-du-Pape Rouge,2001,BOTTLE,
v.40028.2012.b,RED,2,Purchase Price: 50,140.0,,Domaine de Marcoux, Châteauneuf-du-Pape Rouge Vieilles Vignes,2012,BOTTLE,
v.35823.2017.b,WHITE,2,Purchase Price: 28,100.0,,Domaine de Saint Pierre, Arbois Trois Terroirs,2017,BOTTLE,
v.9840.2007.b,WHITE,1,Purchase Price: 70,220.0,,Domaine des Comtes Lafon, Meursault,2007,BOTTLE,
v.4184.2004.b,RED,2,Purchase Price: 50,200.0,,Domaine des Comtes Lafon, Monthélie Les Duresses 1er Cru,2004,BOTTLE,
v.4184.2005.b,RED,3,Purchase Price: 45,190.0,,Domaine des Comtes Lafon, Monthélie Les Duresses 1er Cru,2005,BOTTLE,
v.4184.2009.b,RED,3,Purchase Price: 40,150.0,,Domaine des Comtes Lafon, Monthélie Les Duresses 1er Cru,2009,BOTTLE,
v.10269.2005.b,RED,1,Purchase Price: 30,200.0,,Domaine des Perdrix, Nuits-Saint-Georges Aux Perdrix 1er Cru,2005,BOTTLE,
v.16120.2020.b,RED,3,Purchase Price: 8,40.0,,Domaine du Bel Air, Bourgueil Jour de Soif,2020,BOTTLE,
v.32548.2004.b,WHITE,2,Purchase Price: 30,150.0,,Domaine du Colombier, Chablis Bougros Grand Cru,2004,BOTTLE,
v.32546.2005.b,WHITE,3,Purchase Price: 40,140.0,,Domaine du Colombier, Chablis Fourchaume 1er Cru,2005,BOTTLE,
v.32546.2016.b,WHITE,6,Purchase Price: 25,100.0,,Domaine du Colombier, Chablis Fourchaume 1er Cru,2016,BOTTLE,
v.32551.2012.b,WHITE,2,Purchase Price: 10,55.0,,Domaine du Colombier, Petit Chablis,2012,BOTTLE,
v.51966.2015.b,WHITE,3,Purchase Price: 12,55.0,,Domaine du Salvard, Cheverny L'Heritière,2015,BOTTLE,
v.17280.1998.b,RED,3,Purchase Price: 65,170.0,,Domaine Peyre Rose - Marlène Soria, Coteaux du Languedoc Clos des Cistes,1998,BOTTLE,
v.17280.2004.b,RED,1,Purchase Price: 38,115.0,,Domaine Peyre Rose - Marlène Soria, Coteaux du Languedoc Clos des Cistes,2004,BOTTLE,
v.1682.2014.b,WHITE,2,Purchase Price: 14,60.0,,Domaine Roy Frères, Auxey-Duresses Blanc Le Val 1er Cru,2014,BOTTLE,
v.6053.1995.b,RED,1,Purchase Price: 14,80.0,,Domenico Clerico, Barbera d'Alba Trevigne,1995,BOTTLE,
v.6053.2019.b,RED,2,Purchase Price: 14,,,Domenico Clerico, Barbera d'Alba Trevigne,2019,BOTTLE,
v.6053.2020.b,RED,6,Purchase Price: 9,45.0,,Domenico Clerico, Barbera d'Alba Trevigne,2020,BOTTLE,
v.3761.2004.b,RED,1,Purchase Price: 28,150.0,,Domenico Clerico, Barolo Pajana,2004,BOTTLE,
v.3761.2005.b,RED,1,Purchase Price: 24,140.0,,Domenico Clerico, Barolo Pajana,2005,BOTTLE,
v.1715.2005.b,RED,2,Purchase Price: 70,260.0,,Dominique Gallois, Charmes-Chambertin Grand Cru,2005,BOTTLE,
v.4959.2005.b,RED,1,Purchase Price: 25,110.0,,Dominique Gallois, Gevrey-Chambertin La Combe aux Moines 1er Cru,2005,BOTTLE,
v.13524.2001.b,RED,2,Purchase Price: 150,420.0,,Dominique Laurent Père et Fils, Chambertin Clos de Bèze,2001,BOTTLE,
v.5522.2002.b,RED,1,Purchase Price: 60,300.0,,Dominique Laurent Père et Fils, Chambolle-Musigny Derrière la Grange 1er Cru,2002,BOTTLE,
v.68991.2004.b,RED,2,Purchase Price: 80,250.0,,Dominique Laurent Père et Fils, Clos de la Roche Grand Cru,2004,BOTTLE,
v.3686.2000.b,RED,1,Purchase Price: 60,230.0,,Dominique Laurent Père et Fils, Clos de Vougeot Grand Cru,2000,BOTTLE,
v.13525.2006.b,RED,1,Purchase Price: 100,300.0,,Dominique Laurent Père et Fils, Échézeaux,2006,BOTTLE,
v.4024.2000.b,RED,2,Purchase Price: 40,120.0,,Dominique Laurent Père et Fils, Nuits Saint-Georges Les Saint-Georges 1er Cru,2000,BOTTLE,
v.39378.2016.b,RED,2,Purchase Price: 10,50.0,,Donnafugata, Etna Rosso Sul Vulcano,2016,BOTTLE,
v.5524.1999.b,RED,1,Purchase Price: 40,160.0,,Donnafugata, Mille e una Notte,1999,BOTTLE,
v.7112.2005.b,RED,1,Purchase Price: 16,70.0,,Donnafugata, Tancredi,2005,BOTTLE,
v.7112.2011.b,RED,2,Purchase Price: 14,50.0,,Donnafugata, Tancredi,2011,BOTTLE,
v.3139.2003.b,RED,1,Purchase Price: 7,42.0,,Dorigo, Cabernet Franc,2003,BOTTLE,
v.3129.1997.b,WHITE,1,Purchase Price: 10,70.0,,Dorigo, Chardonnay Ronc di Juri,1997,BOTTLE,
v.3131.1999.b,RED,1,Purchase Price: 18,70.0,,Dorigo, Montsclapade,1999,BOTTLE,
v.44924.2000.b,RED,2,Purchase Price: 10,52.0,,Dorigo, Refosco dal peduncolo rosso Vigneto Montsclapade,2000,BOTTLE,
v.44924.2002.b,RED,4,Purchase Price: 10,70.0,,Dorigo, Refosco dal peduncolo rosso Vigneto Montsclapade,2002,BOTTLE,
v.3133.2005.b,RED,1,Purchase Price: 7,48.0,,Dorigo, Refosco dal peduncolo rosso,2005,BOTTLE,
v.82792.1994.b,RED,1,Purchase Price: 10,55.0,,Dorigo, Schioppettino Vigneto Montsclapade,1994,BOTTLE,
v.3409.2010.b,WHITE,1,Purchase Price: 9,60.0,,Doro Princic, Collio Malvasia Etichetta Blu,2010,BOTTLE,
v.3409.2013.b,WHITE,2,Purchase Price: 13,50.0,,Doro Princic, Collio Malvasia Etichetta Blu,2013,BOTTLE,
v.9475.2005.b,WHITE,3,Purchase Price: 13,56.0,,Doro Princic, Collio Pinot grigio,2005,BOTTLE,
v.9476.2012.b,WHITE,1,Purchase Price: 8,50.0,,Doro Princic, Collio Sauvignon,2012,BOTTLE,
v.14460.2016.b,WHITE,1,Purchase Price: 10,55.0,,Dr. Bürklin-Wolf, Riesling Ruppertsberger,2016,BOTTLE,
v.5527.2007.b,WHITE,2,Purchase Price: 38,160.0,,Dr. Loosen, Riesling Spätlese Wehlener Sonnenuhr,2007,BOTTLE,
v.83549.2007.b,RED,2,Purchase Price: 10,40.0,,Duca di Castelmonte, Antipodes,2007,BOTTLE,
v.6276.1997.b,RED,2,Purchase Price: 35,130.0,,Duca di Salaparuta, Duca Enrico,1997,BOTTLE,
v.57560.2012.b,WHITE,1,Purchase Price: 10,50.0,,Ducal, Rizling Rensky,2012,BOTTLE,
v.81444.2012.b,RED,6,Purchase Price: 10,40.0,,Due Palme, Primitivo di Manduria SanGaetano,2012,BOTTLE,
v.44645.2010.b,RED,1,Purchase Price: 10,45.0,,Due Palme, Salice Salentino Rosso Riserva Selvarossa Terra,2010,BOTTLE,
v.8119.2014.b,WHITE,1,Purchase Price: 10,42.0,,Edi Simčič, Malvazija,2014,BOTTLE,
v.6957.2009.b,RED,2,Purchase Price: 50,180.0,,Egly Ouriet, Coteaux Champenois Ambonnay Rouge,2009,BOTTLE,
v.6277.2006.b,RED,2,Purchase Price: 13,55.0,,Elena Fucci, Aglianico del Vulture Titolo,2006,BOTTLE,
v.6277.2012.b,RED,1,Purchase Price: 8,40.0,,Elena Fucci, Aglianico del Vulture Titolo,2012,BOTTLE,
v.6278.1993.b,RED,2,Purchase Price: 140,400.0,,Elio Altare, Barolo Vigneto Arborina,1993,BOTTLE,
