ok,external_id,type,name,winery_name,storage_area,size,vintage,price,info,quantity,internal_notes,matched_name,matched_winery_name,matched_id,matched_original_id,score
TRUE,v.6581.2010.b,WHITE,Grillo Dinari del Duca,Carlo Pellegrino,,BOTTLE,2010,40,,3,Purchase Price: 10,Dinari del Duca Grillo,Cantine Pellegrino,wine_01gzr4ktsrpg6w98vmzeb553x1,,41.30971
TRUE,v.6578.2010.b,WHITE,Tripudium Bianco,Carlo Pellegrino,,BOTTLE,2010,40,,3,Purchase Price: 10,Tripudium Chardonnay,Cantine Pellegrino,wine_01gzr4ktssne1rknrztg7951sk,,32.29891
TRUE,v.6576.2004.b,RED,Tripudium Rosso,Carlo Pellegrino,,BOTTLE,2004,45,,2,Purchase Price: 10,Tripudium Rosso,Cantine Pellegrino,wine_01gzr4ktsr8ks6g2w7qjqsaeg0,,35.895973
TRUE,v.6576.2010.b,RED,Tripudium Rosso,Carlo Pellegrino,,BOTTLE,2010,40,,2,Purchase Price: 9,Tripudium Rosso,Cantine Pellegrino,wine_01gzr4ktsr8ks6g2w7qjqsaeg0,,35.895973
TRUE,v.6580.2007.b,WHITE,Zibibbo Gibelè,Carlo Pellegrino,,BOTTLE,2007,40,,3,Purchase Price: 10,Gibelè Terre Siciliane,Cantine Pellegrino,wine_01gzr4ktsrhznd445x14fpssb2,,30.386526
TRUE,v.6580.2010.b,WHITE,Zibibbo Gibelè,Carlo Pellegrino,,BOTTLE,2010,40,,1,Purchase Price: 10,Gibelè Terre Siciliane,Cantine Pellegrino,wine_01gzr4ktsrhznd445x14fpssb2,,30.386526
TRUE,v.6580.2012.c,WHITE,Zibibbo Gibelè,Carlo Pellegrino,,MAGNUM,2012,80,,1,Purchase Price: 18,Gibelè Terre Siciliane,Cantine Pellegrino,wine_01gzr4ktsrhznd445x14fpssb2,,30.386526
TRUE,v.6580.2012.b,WHITE,Zibibbo Gibelè,Carlo Pellegrino,,BOTTLE,2012,38,,2,Purchase Price: 9,Gibelè Terre Siciliane,Cantine Pellegrino,wine_01gzr4ktsrhznd445x14fpssb2,,30.386526
TRUE,v.5382.2003.b,RED,Barolo,Carlo Viglione,,BOTTLE,2003,90,,2,Purchase Price: 19,Barolo,Viglione,wine_01h0my5sf6bnqreas8j1gb9x6h,,29.438534
TRUE,v.36624.2016.b,WHITE,Biancolella di Ponza Faro della Guardia,Casale del Giglio,,BOTTLE,2016,50,,4,Purchase Price: 10,Biancolella Lazio Faro della Guardia Bianco,Casale del Giglio,wine_01h0my5snt0w09whfcc8hqasqg,,56.852585
TRUE,v.6253.2001.b,RED,Mater Matuta,Casale del Giglio,,BOTTLE,2001,60,,1,Purchase Price: 14,Mater Matuta Lazio Rosso,Casale del Giglio,wine_01h0my5vtq259nj38x10s6zzk8,,48.130898
TRUE,v.6253.2003.b,RED,Mater Matuta,Casale del Giglio,,BOTTLE,2003,50,,1,Purchase Price: 10,Mater Matuta Lazio Rosso,Casale del Giglio,wine_01h0my5vtq259nj38x10s6zzk8,,48.130898
TRUE,v.6733.2004.b,RED,Pietradonice,Casanova di Neri,,BOTTLE,2004,160,,4,Purchase Price: 30,Pietradonice,Casanova di Neri,wine_01gzr4kt8a0md9gz0ctmfjd2pk,,52.66041
TRUE,v.10601.2003.b,RED,Dolcetto Nibiô,Cascina degli Ulivi,,BOTTLE,2003,70,,1,Purchase Price: 17,Nibiô Pinolo Monferrato Dolcetto,Cascina Degli Ulivi,wine_01h0my5vx0k3p2gdbh9zstwvvs,,56.0255
TRUE,v.19214.2001.b,WHITE,Montemarino,Cascina degli Ulivi,,BOTTLE,2001,60,,3,Purchase Price: 14,Montemarino,Cascina Degli Ulivi,wine_01h0my5vd63pp26ajj88gjd4p5,,56.677406
TRUE,v.19190.2021.b,RED,Vino Rosso,Cascina Fontana,,BOTTLE,2021,48,,3,Purchase Price: 14,Rosso,Cascina Fontana,wine_01h0my5vwrb2p9c05a6hdgcjkw,,33.697044
TRUE,v.61331.2016.b,RED,Barbaresco Morassino,Cascina Morassino,,BOTTLE,2016,60,,6,Purchase Price: 11,Barbaresco Morassino,Cascina Morassino,wine_01h0my5sca7h6bjvg1gmjc5c32,,57.40063
TRUE,v.5439.2012.b,RED,Barbaresco Roccalini,Cascina Roccalini,,BOTTLE,2012,75,,1,Purchase Price: 18,Barbaresco Roccalini,Cascina Roccalini,wine_01h0my5rmwmpxs6vvrfg9s0e0v,,58.60164
TRUE,v.31165.2015.b,RED,Nero d'Avola 16 Filari,Case Alte,,BOTTLE,2015,38,,2,Purchase Price: 8,16 Filari Nero d''Avola,Case Alte,wine_01h13snmr679rjjthzq0rnn6cp,,46.43195
TRUE,v.56407.2011.b,RED,Montello - Colli Asolani San Carlo,Case Paolin,,BOTTLE,2011,50,,5,Purchase Price: 10,San Carlo Montello e Colli Asolani Rosso,Case Paolin,wine_01gzr4kt60xawr6gbpj5jqgye6,,53.847157
TRUE,v.804.2003.b,WHITE,Nosiola,Castel Noarna,,BOTTLE,2003,50,,2,Purchase Price: 10,Nosiola,Castel Noarna,wine_01gzr4kt548b0gd7nakppga7td,,49.559742
TRUE,v.6840.2012.b,RED,Pinot nero Riserva Burgum Novum,Castelfeder,,BOTTLE,2012,58,,1,Purchase Price: 10,Burgum Novum Pinot Nero Riserva,Castelfeder,wine_01h0qsxmwgwv6r1kwmxaze8v1m,,50.203075
TRUE,v.349.1971.b,RED,Chianti Classico Riserva,Castell'in Villa,,BOTTLE,1971,650,,2,Purchase Price: 80,Riserva Chianti Classico,Castell'in Villa,wine_01h0qsxmvn1p1t1xw1ha6md307,,46.20393
TRUE,v.349.1985.b,RED,Chianti Classico Riserva,Castell'in Villa,,BOTTLE,1985,650,,1,Purchase Price: 80,Riserva Chianti Classico,Castell'in Villa,wine_01h0qsxmvn1p1t1xw1ha6md307,,46.20393
TRUE,v.457.1995.b,RED,Sammarco,Castello dei Rampolla,,BOTTLE,1995,110,,1,Purchase Price: 25,Sammarco,Castello dei Rampolla,wine_01gzr4kss3jp327rzg8szr1nwq,23390,50.6364
TRUE,v.457.1999.b,RED,Sammarco,Castello dei Rampolla,,BOTTLE,1999,100,,2,Purchase Price: 20,Sammarco,Castello dei Rampolla,wine_01gzr4kss3jp327rzg8szr1nwq,23390,50.6364
TRUE,v.386.1996.b,RED,Vigna d'Alceo,Castello dei Rampolla,,BOTTLE,1996,180,,1,Purchase Price: 38,d''Alceo,Castello dei Rampolla,wine_01gzr4kss3321wmpyfhspgj7fd,1702712,42.34087
TRUE,v.386.2001.b,RED,Vigna d'Alceo,Castello dei Rampolla,,BOTTLE,2001,180,,1,Purchase Price: 18,d''Alceo,Castello dei Rampolla,wine_01gzr4kss3321wmpyfhspgj7fd,1702712,42.34087
TRUE,v.376.2000.b,RED,Lupicaia,Castello del Terriccio,,BOTTLE,2000,260,,1,Purchase Price: 70,Lupicaia,Castello del Terriccio,wine_01gzr4kss3jh4jzs303mgkr4ps,94816,48.98951
TRUE,v.218.1997.b,WHITE,Cervaro della Sala,Castello della Sala - Antinori,,BOTTLE,1997,150,,1,Purchase Price: 42,Castello della Sala Cervaro della Sala,Antinori,wine_01gzr4ksd3b397szz15dat7s7b,1688,44.607597
TRUE,v.218.1998.b,WHITE,Cervaro della Sala,Castello della Sala - Antinori,,BOTTLE,1998,170,,2,Purchase Price: 45,Castello della Sala Cervaro della Sala,Antinori,wine_01gzr4ksd3b397szz15dat7s7b,1688,44.607597
TRUE,v.218.2006.b,WHITE,Cervaro della Sala,Castello della Sala - Antinori,,BOTTLE,2006,120,,1,Purchase Price: 38,Castello della Sala Cervaro della Sala,Antinori,wine_01gzr4ksd3b397szz15dat7s7b,1688,44.607597
TRUE,v.13565.2001.b,WHITE,Chardonnay Bramìto della Sala,Castello della Sala - Antinori,,BOTTLE,2001,75,,1,Purchase Price: 12,Castello della Sala Bramìto Chardonnay,Antinori,wine_01gzr4kss2q8pqyfrs1hhe0dzk,1692,43.776955
TRUE,v.469.1999.b,RED,Chianti Classico Ama,Castello di Ama,,BOTTLE,1999,90,,3,Purchase Price: 20,Chianti Classico,Castello di Ama,wine_01gzr4ksd458e1b3jk0y3k9tsm,89884,39.374912
TRUE,v.469.2001.b,RED,Chianti Classico Ama,Castello di Ama,,BOTTLE,2001,90,,1,Purchase Price: 20,Chianti Classico,Castello di Ama,wine_01gzr4ksd458e1b3jk0y3k9tsm,89884,39.374912
TRUE,v.52923.2018.b,RED,Chianti Classico Riserva Montebuoni,Castello di Ama,,BOTTLE,2018,80,,5,Purchase Price: 17,Montebuoni Chianti Classico Riserva,Castello di Ama,wine_01gzr4kt7x2y8bjvqez8fh91t0,,51.714123
TRUE,v.345.1990.b,RED,Chianti Classico Riserva San Lorenzo,Castello di Ama,,BOTTLE,1990,140,,1,Purchase Price: 22,Chianti Classico Vigneto Gran Selezione San Lorenzo,Castello di Ama,wine_01gzr4ksny6gja7fn0tpxa4jdv,2411943,43.988106
TRUE,v.11484.2018.c,RED,Chianti Classico Riserva,Castello di Ama,,MAGNUM,2018,120,,1,Purchase Price: 20,Chianti Classico Riserva,Castello di Ama,wine_01gzr4kss4pm2gy4kc1b82k5xn,1585161,42.031754
TRUE,v.346.1999.b,RED,Chianti Classico Vigneto Bellavista,Castello di Ama,,BOTTLE,1999,240,,2,Purchase Price: 60,Vigneto Bellavista Chianti Classico,Castello di Ama,wine_01gzr4kss5z5bbr4hnsrf4t5b8,1647685,50.65052
TRUE,v.6261.1990.b,RED,Chianti Classico Vigneto Bertinga,Castello di Ama,,BOTTLE,1990,95,,2,Purchase Price: 20,Vigneto Bertinga Chianti Classico,Castello di Ama,wine_01gzr4kscya2fq541txwy007jp,7072000,49.91626
TRUE,v.470.1995.b,RED,Il Chiuso,Castello di Ama,,BOTTLE,1995,250,,1,Purchase Price: 50,Il Chiuso,Castello di Ama,wine_01gzr4kss4482788s5dth7nehj,1182049,44.877228
TRUE,v.470.2000.b,RED,Il Chiuso,Castello di Ama,,BOTTLE,2000,65,,7,Purchase Price: 18,Il Chiuso,Castello di Ama,wine_01gzr4kss4482788s5dth7nehj,1182049,44.877228
TRUE,v.467.1993.b,RED,L'Apparita,Castello di Ama,,BOTTLE,1993,210,,2,Purchase Price: 40,L''Apparita,Castello di Ama,wine_01gzr4ksd960sygzpm3fmahghh,89900,39.874332
TRUE,v.6525.1988.b,RED,Brunello di Montalcino Riserva Poggio all'Oro,Castello di Banfi a Montalcino,,BOTTLE,1988,230,,2,Purchase Price: 45,Brunello Riserva Poggio all'Oro,Banfi,wine_01hbdtqdxv43rae35f238v2b6h,,44.64142
TRUE,v.5185.1997.b,RED,Rosso di Montalcino,Castello di Banfi a Montalcino,,BOTTLE,1997,150,,3,Purchase Price: 40,Rosso di Montalcino,Cantina di Montalcino,wine_01h0my5rkgkm1s5092zv8avttz,,35.759663
TRUE,v.34031.2003.b,RED,Amphora Rosso,Castello di Lispida,,BOTTLE,2003,50,,3,Purchase Price: 11,Amphora Rosso,Castello di Lispida,wine_01h0qsxmxdsfv4mrpqanw0xywy,,48.113754
TRUE,v.56984.2017.b,WHITE,Langhe Nascetta,Castello di Perno,,BOTTLE,2017,40,,3,Purchase Price: 9,Nascetta,Castello di Perno,wine_01h0qsxmxp9159h8yavhsccham,,44.933968
TRUE,v.79449.2009.c,WHITE,Malvasia Leonard,Castello di Rubbia,,MAGNUM,2009,150,,1,Purchase Price: 49,Leonard Malvasia,Castello di Rubbia,wine_01h0qsxmxveh3t3mb3r1zam8fz,,49.98688
TRUE,v.43623.2006.b,RED,Collio Cabernet sauvignon Rassauer,Castello di Spessa,,BOTTLE,2006,45,,3,Purchase Price: 11,Rassauer Cabernet Sauvignon,Castello di Spessa,wine_01h0qsxmxsaakvgz8vy27gx12n,,50.14974
TRUE,v.15123.2011.b,WHITE,Collio Pinot bianco,Castello di Spessa,,BOTTLE,2011,47,,2,Purchase Price: 7,Pinot Bianco Collio,Castello di Spessa,wine_01h0qsxmxm50xc5hjw76d7esbq,,45.353954
TRUE,v.15123.2015.b,WHITE,Collio Pinot bianco,Castello di Spessa,,BOTTLE,2015,42,,2,Purchase Price: 7,Pinot Bianco Collio,Castello di Spessa,wine_01h0qsxmxm50xc5hjw76d7esbq,,45.353954
TRUE,v.17736.2013.b,WHITE,Collio Ribolla gialla,Castello di Spessa,,BOTTLE,2013,45,,1,Purchase Price: 7,Ribolla Gialla Collio,Castello di Spessa,wine_01h0qsxmxmhq9bdf25by7x64ym,,51.46997
TRUE,v.5061.2001.b,WHITE,Collio Sauvignon Segrè,Castello di Spessa,,BOTTLE,2001,50,,4,Purchase Price: 7,Segré Sauvignon,Castello di Spessa,wine_01gzr4kss86ek89n9s86bhk189,1220370,46.004814
TRUE,v.18037.2011.b,RED,Barolo Riserva Monvigliero,Castello di Verduno,,BOTTLE,2011,95,,3,Purchase Price: 22,Barolo Monvigliero Riserva,Castello di Verduno,wine_01gzr4kss6wejyrptyk92y30kv,1221165,50.56437
TRUE,v.3233.1997.b,RED,Ripa delle More,Castello Vicchiomaggio,,BOTTLE,1997,65,,3,Purchase Price: 12,Ripa delle More,Vicchiomaggio,wine_01gzr4ktj589g9wcwca9xhz5jf,,46.475204
TRUE,v.8044.1997.b,RED,Cabernet sauvignon,Castelvecchio,,BOTTLE,1997,50,,1,Purchase Price: 10,Cabernet Sauvignon Carso,Castelvecchio,wine_01h0qsxmyh5aktavf2cmn9z1k9,,29.120216
TRUE,v.8046.2003.b,RED,Sagrado Rosso,Castelvecchio,,BOTTLE,2003,55,,3,Purchase Price: 10,Sagrado Rosso,Castelvecchio,wine_01h0qsxmyj8rxqbdb87nmxr85n,,39.651436
TRUE,v.32898.2005.b,RED,Nicolás,Catena Zapata,,BOTTLE,2005,140,,1,Purchase Price: 50,Nicolás Catena Zapata,Catena Zapata,wine_01gzr4ksd3f199ve4b84d2k8m5,1868,46.721317
TRUE,v.3970.2013.b,WHITE,Vouvray Blanc La Dilettante,Catherine et Pierre Breton,,BOTTLE,2013,45,,3,Purchase Price: 10,La Dilettante Blanc,Domaine Breton - Catherine & Pierre Breton,wine_01gzr4ks6s1q7cf23ndks5gqt4,2570562,52.336235
FALSE,v.84110.2002.b,WHITE,Pinot gris,Caves Beissel,,BOTTLE,2002,45,,1,Purchase Price: 12,Vogelsang Pinot Gris,Caves Berna,wine_01hawwcx75jzxkqt7mbt5h7skn,,20.019821
TRUE,v.42946.1996.b,RED,Teroldego Rotaliano Superiore Riserva Maso Cervara,Cavit - Maso,,BOTTLE,1996,65,,1,Purchase Price: 18,Maso Cervara Teroldego Rotaliano Superiore Riserva,Cavit,wine_01gzr4ksdqf5gkkdkb5jxme12t,6113921,53.05098
TRUE,v.42946.2002.b,RED,Teroldego Rotaliano Superiore Riserva Maso Cervara,Cavit - Maso,,BOTTLE,2002,55,,2,Purchase Price: 11,Maso Cervara Teroldego Rotaliano Superiore Riserva,Cavit,wine_01gzr4ksdqf5gkkdkb5jxme12t,6113921,53.05098
TRUE,v.83126.1998.b,RED,Trentino rosso Maso Toresella,Cavit - Maso,,BOTTLE,1998,50,,1,Purchase Price: 10,I Masi Trentini Maso Toresella Rosso,Cavit,wine_01gzr4ksdq11k16m0jgj4m163v,3053885,47.209286
TRUE,v.634.2003.b,RED,Gelsaia,Cecchetto,,BOTTLE,2003,50,,3,Purchase Price: 9,Gelsaia,Cecchetto Giorgio,wine_01h0qsxn1cz48yygqbdsfc17fp,,36.05498
TRUE,v.352.2007.b,RED,Coevo,Cecchi,,BOTTLE,2007,90,,2,Purchase Price: 17,Coevo Toscana,Cecchi,wine_01h0qsxn1cfxvh7ytrmz9gp2qk,,36.86909
FALSE,v.36294.2012.b,WHITE,Ischia Forastera,Cenatiempo,,BOTTLE,2012,45,,3,Purchase Price: 10,Ischia Biancolella,Cenatiempo,wine_01h0qsxn36ar5b7kdgreq0mjvb,,41.07882
TRUE,v.37087.2012.b,RED,Dattilo,Ceraudo,,BOTTLE,2012,40,,2,Purchase Price: 8,Dattilo Rosso,Ceraudo,wine_01h0qsxn4f9g7mmszeax832w0d,,41.121605
TRUE,v.37087.2015.b,RED,Dattilo,Ceraudo,,BOTTLE,2015,38,,3,Purchase Price: 8,Dattilo Rosso,Ceraudo,wine_01h0qsxn4f9g7mmszeax832w0d,,41.121605
TRUE,v.5290.1990.b,RED,Barolo Bricco Rocche,Ceretto,,BOTTLE,1990,420,,2,Purchase Price: 130,Barolo Bricco Rocche,Ceretto,wine_01gzr4kt6e3c9vk9bgycqceyw6,,44.140396
TRUE,v.83157.2004.b,RED,Chianti Rùfina,Cerreto Libri,,BOTTLE,2004,50,,4,Purchase Price: 10,Chianti Rùfina,Fattoria Cerreto Libri,wine_01gzr4ktfqds10bdk22ay9nsj1,,51.471756
TRUE,v.787.1999.b,WHITE,Trentino Chardonnay,Cesconi,,BOTTLE,1999,50,,1,Purchase Price: 10,Chardonnay,Cesconi,wine_01h0qsxn5kbn0ns49gkges783x,,28.394457
TRUE,v.34101.2009.b,RED,Pinot noir Trienta y Dos,Chacra,,BOTTLE,2009,95,,1,Purchase Price: 24,Treinta y Dos Pinot Noir,Chacra,wine_01h4pmmfedvywz2w56madm3v8g,,48.588463
TRUE,v.49922.2002.b,WHITE,Beaune Blanc Clos des Mouches 1er Cru,Chanson,,BOTTLE,2002,150,,3,Purchase Price: 40,Beaune Premier Cru Clos Des Mouches Blanc,Chanson,wine_01gzr4ktkqtdz5rm9tqvm85hf8,,39.466824
TRUE,v.36973.2003.b,RED,Gevrey-Chambertin,Chanson,,BOTTLE,2003,100,,1,Purchase Price: 20,Gevrey-Chambertin,Chanson,wine_01gzr4ktkqdf35gc084gh3p5g5,,33.920055
FALSE,v.6600.2005.b,RED,Château Batailley 5ème G.C.C.,Château Batailley,,BOTTLE,2005,100,,1,Purchase Price: 20,Lions de Batailley,Château Batailley,wine_01gzr4kt40mhzw1wrmhmtz1x7k,,43.265625
TRUE,v.40772.1986.b,RED,Margaux Château Bel Air - Marquis d'Aligre,Château Bel Air - Marquis d'Aligre,,BOTTLE,1986,200,,3,Purchase Price: 50,Margaux,Bel Air-Marquis d'Aligre,wine_01h0my5sctqnmrascwqsngaxy6,,58.03579
FALSE,v.4194.2010.b,RED,Château Belgrave 5ème G.C.C.,Château Belgrave,,BOTTLE,2010,90,,1,Purchase Price: 10,Couronne de Belgrave Haut-Médoc,Château Belgrave,wine_01gzr4ktmdnznsp8rkx9eywzx7,,41.533134
TRUE,v.36430.2006.b,RED,Château Bernadotte,Château Bernadotte,,BOTTLE,2006,70,,2,Purchase Price: 18,Chateau Fournas Bernadotte Haut-Médoc,Château Bernadotte,wine_01h4pmmgvz3gmqkfmv775qc4nf,,44.39468
FALSE,v.8631.1996.b,RED,Château Branaire-Ducru Grand Cru Classé,Château Branaire-Ducru,,BOTTLE,1996,120,,2,Purchase Price: 20,Saint-Julien de Branaire-Ducru,Château Branaire-Ducru,wine_01gzr4ksj0z7tmahwc1xct26dh,9638035,60.780064
FALSE,v.4599.2000.b,RED,Château Brane-Cantenac 2ème G.C.C.,Château Brane-Cantenac,,BOTTLE,2000,160,,2,Purchase Price: 40,Baron de Brane Margaux,Château Brane-Cantenac,wine_01h0my5scs75vtdtk1qyd7qdvz,,47.72519
FALSE,v.1765.1988.b,RED,Château Calon Ségur 3ème G.C.C.,Château Calon Ségur,,BOTTLE,1988,240,,2,Purchase Price: 60,Le C De Calon Ségur Saint-Estèphe,Château Calon-Ségur,wine_01h4pmmgvwhx0enkv3fqy5ax2r,,54.556755
FALSE,v.36846.2010.b,RED,Château Calon,Château Calon,,BOTTLE,2010,70,,2,Purchase Price: 18,Canon-Fronsac,Château Canon,wine_01h0my5tq591dnksawcrfkzqhn,,31.778093
FALSE,v.33685.1990.b,RED,"Château Canon 1er G.C.C. ""B""",Château Canon,,BOTTLE,1990,180,,1,Purchase Price: 45,Canon-Fronsac,Château Canon,wine_01h0my5tq591dnksawcrfkzqhn,,35.09066
FALSE,v.39158.1989.b,RED,Château Canon-Moueix,Château Canon-Moueix,,BOTTLE,1989,130,,1,Purchase Price: 35,Canon-Fronsac,Château Canon,wine_01h0my5tq591dnksawcrfkzqhn,,35.09066
TRUE,v.83021.2020.b,RED,La Verrière,Château Carbonneau,,BOTTLE,2020,50,,5,Purchase Price: 10,La Verrière,Château Carbonneau,wine_01h0my5vnn3451h3vf6aq20kc9,,42.9794
TRUE,v.83021.2021.b,RED,La Verrière,Château Carbonneau,,BOTTLE,2021,48,,21,Purchase Price: 10,La Verrière,Château Carbonneau,wine_01h0my5vnn3451h3vf6aq20kc9,,42.9794
FALSE,v.4196.2000.b,RED,Château Chasse Spleen Cru Bourg. Except.,Château Chasse Spleen,,BOTTLE,2000,120,,2,Purchase Price: 35,L''Heritage de Chasse-Spleen Haut-Médoc (L''Ermitage de Chasse-Spleen),Château Chasse-Spleen,wine_01gzr4ksd5ctdr8qfscnnjfgmd,1211879,58.443386
FALSE,v.37626.1990.b,RED,Château Citran,Château Citran,,BOTTLE,1990,80,,1,Purchase Price: 20,Le Bordeaux de Citran,Château Citran,wine_01gzr4ktnfjtm59swcpbdjcb0j,,34.76148
FALSE,v.8934.1986.b,RED,Château Clarke Cru Bourgeois,Château Clarke,,BOTTLE,1986,75,,4,Purchase Price: 14,Haut de La Clare Médoc,Château La Clare,wine_01h4pmmgw16xcarvtgecz1t2dt,,25.233225
FALSE,v.8934.1990.b,RED,Château Clarke Cru Bourgeois,Château Clarke,,BOTTLE,1990,70,,1,Purchase Price: 10,Haut de La Clare Médoc,Château La Clare,wine_01h4pmmgw16xcarvtgecz1t2dt,,25.233225
FALSE,v.1746.1989.b,RED,Château Cos d'Estournel 2ème G.C.C.,Château Cos d'Estournel,,BOTTLE,1989,340,,1,Purchase Price: 100,G d’Estournel (Goulée by Cos d’Estournel),Cos d'Estournel,wine_01gzr4ktqw4dgvh7zbwpvm0gbr,,48.56708
FALSE,v.1746.1990.b,RED,Château Cos d'Estournel 2ème G.C.C.,Château Cos d'Estournel,,BOTTLE,1990,350,,1,Purchase Price: 110,G d’Estournel (Goulée by Cos d’Estournel),Cos d'Estournel,wine_01gzr4ktqw4dgvh7zbwpvm0gbr,,48.56708
FALSE,v.17909.2012.b,WHITE,Côtes du Jura Blanc Tradition,Château d'Arlay,,BOTTLE,2012,55,,3,Purchase Price: 14,Chardonnay Côtes du Jura,Château Béthanie,wine_01h4pmmgtw3vkzm3xw598y5g3b,,21.78394
FALSE,v.84732.2011.b,WHITE,Meursault Clos de la Velle,Château de la Velle,,BOTTLE,2011,110,,3,Purchase Price: 25,Meursault 1er Cru ''Les Caillerets'',Chateau de La Velle,wine_01hawwcxbxgfzrkmcxrb1g17vf,,28.861656
TRUE,v.17560.2016.b,WHITE,Bouches-du-Rhône Petit Salé de Villeneuve,Château de Roquefort,,BOTTLE,2016,50,,6,Purchase Price: 10,Petit Salé de Villeneuve,Château de Roquefort,wine_01gzr4kswfdpzpwbphq8ggpk1y,,54.76907
TRUE,v.5385.2004.b,RED,Côtes de Provence Les Mûres,Château de Roquefort,,BOTTLE,2004,65,,3,Purchase Price: 20,Les Mûres,Château de Roquefort,wine_01hawwcxq7351w39h57d5d6t8h,,44.544834
TRUE,v.5385.2014.b,RED,Côtes de Provence Les Mûres,Château de Roquefort,,BOTTLE,2014,50,,1,Purchase Price: 12,Les Mûres,Château de Roquefort,wine_01hawwcxq7351w39h57d5d6t8h,,44.544834
FALSE,v.33056.2000.b,RED,Côtes de Provence Rubrum Obscurum,Château de Roquefort,,BOTTLE,2000,55,,1,Purchase Price: 10,Gueule de Loup de Villeneuve,Château de Roquefort,wine_01gzr4kswftwdpqermc3m5fcex,,32.54711
FALSE,v.17596.1996.b,RED,Château d'Issan 3ème G.C.C.,Château d'Issan,,BOTTLE,1996,140,,4,Purchase Price: 40,Blason d''Issan Margaux,Château d'Issan,wine_01gzr4kt13rza9d9h0f7teqpvf,,38.355804
FALSE,v.14246.2005.b,RED,Château du Domaine de l'Eglise,Château du Domaine de l'Eglise,,BOTTLE,2005,100,,3,Purchase Price: 25,Couvent de L''Eglise Pomerol,Château du Domaine de l'Eglise,wine_01harvcm2pf8c6mkbxepydm1rt,,39.434246
TRUE,v.83912.1990.b,RED,Châteauneuf-du-Pape Rouge,Château Fortia,,BOTTLE,1990,190,,1,Purchase Price: 55,Châteauneuf-du-Pape Rouge,Château Fortia,wine_01h4pmmgwms30yy5n47zhf6t9x,,44.131145
TRUE,v.60049.1997.b,WHITE,Pouilly-Fuissé Le Clos Monopole,Château Fuissé,,BOTTLE,1997,120,,3,Purchase Price: 32,Pouilly-Fuissé Le Clos Monopole,Château Fuissé,wine_01h0my5re4a77c49d6dxqcnvrv,,53.9987
TRUE,v.36305.1990.b,WHITE,Saint-Véran,Château Fuissé,,BOTTLE,1990,140,,2,Purchase Price: 45,Saint-Véran,Château Fuissé,wine_01h4pmmh15mewd86pgtpts04kj,,43.83782
TRUE,v.36305.1996.b,WHITE,Saint-Véran,Château Fuissé,,BOTTLE,1996,120,,1,Purchase Price: 38,Saint-Véran,Château Fuissé,wine_01h4pmmh15mewd86pgtpts04kj,,43.83782
FALSE,v.9009.1996.b,RED,Château Gazin,Château Gazin,,BOTTLE,1996,135,,4,Purchase Price: 32,L''Hospitalet de Gazin Pomerol,Château Gazin,wine_01gzr4ktnf6x31rzpe06g5kz3h,,36.149136
FALSE,v.9009.2006.b,RED,Château Gazin,Château Gazin,,BOTTLE,2006,100,,1,Purchase Price: 25,L''Hospitalet de Gazin Pomerol,Château Gazin,wine_01gzr4ktnf6x31rzpe06g5kz3h,,36.149136
TRUE,v.11202.2015.b,RED,Château Grand Barrail Lamarzelle Figeac Grand Cru,Château Grand Barrail Lamarzelle Figeac,,BOTTLE,2015,300,,1,Purchase Price: 60,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,wine_01gzr4ktmf8w7ngqff2wpwh3yx,,63.07869
TRUE,v.10088.1990.b,RED,Château Grand-Mayne Grand Cru Classé,Château Grand-Mayne,,BOTTLE,1990,140,,2,Purchase Price: 35,Saint-Émilion Grand Cru (Grand Cru Classé),Château Grand Mayne,wine_01gzr4ktnqzzvk2tbmj9qmspnj,,48.923683
FALSE,v.45095.2001.b,RED,Château Grand-Puy Ducasse Grand Cru Classé,Château Grand-Puy Ducasse,,BOTTLE,2001,90,,1,Purchase Price: 22,Prelude a Grand-Puy Ducasse Pauillac,Château Grand-Puy Ducasse,wine_01h0qzm0z1a575emba7jvx6hc5,,60.58009
FALSE,v.7993.1982.b,RED,Château Gruaud-Larose 2ème G.C.C.,Château Gruaud-Larose,,BOTTLE,1982,420,,2,Purchase Price: 130,Larose de Gruaud Saint-Julien,Château Gruaud Larose,wine_01harvckwwq1tgf57kenksa25w,,54.432556
FALSE,v.7993.1986.b,RED,Château Gruaud-Larose 2ème G.C.C.,Château Gruaud-Larose,,BOTTLE,1986,200,,2,Purchase Price: 50,Larose de Gruaud Saint-Julien,Château Gruaud Larose,wine_01harvckwwq1tgf57kenksa25w,,54.432556
FALSE,v.1735.1986.b,RED,Château Haut Brion Rouge 1er G.Cru Classé,Château Haut Brion,,BOTTLE,1986,600,,1,Purchase Price: 180,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion),Château Haut-Brion,wine_01gzr4ktnf442xq49cezwjg9fc,,48.400112
FALSE,v.4329.1988.b,RED,Château Haut-Marbuzet,Château Haut-Marbuzet,,BOTTLE,1988,120,,2,Purchase Price: 32,Château Mac Carthy Saint-Estèphe,Château Haut-Marbuzet,wine_01h0r2ppq6xt509rbh9gp96ve2,,40.678482
